Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2020,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.0839
2020,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.1448
2020,Equivalized Disposable Personal Income,Household income receipts on assets,26,80-90%,0.1485
2020,Equivalized Disposable Personal Income,Household interest income,27,80-90%,0.1825
2020,Equivalized Disposable Personal Income,Household dividend income,28,80-90%,0.1116
2020,Equivalized Disposable Personal Income,Household current transfer receipts,29,80-90%,0.0862
2020,Equivalized Disposable Personal Income,Government social benefits,30,80-90%,0.0853
2020,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1467
2020,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.1065
2020,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1863
2020,Equivalized Disposable Personal Income,Household income,22,80-90%,0.1465
2020,Equivalized Disposable Personal Income,Personal income,1,80-90%,0.1467
2020,Equivalized Disposable Personal Income,Taxes,12,80-90%,0.1555
2020,Equivalized Disposable Personal Income,Disposable personal income,13,80-90%,0.1456
2020,Equivalized Disposable Personal Income,Compensation of employees,23,90-100%,0.3244
2020,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.8225
2020,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.2985
2020,Equivalized Disposable Personal Income,Household income receipts on assets,26,90-100%,0.5639
2020,Equivalized Disposable Personal Income,Household interest income,27,90-100%,0.4425
2020,Equivalized Disposable Personal Income,Household dividend income,28,90-100%,0.6959
2020,Equivalized Disposable Personal Income,Household current transfer receipts,29,90-100%,0.082
2020,Equivalized Disposable Personal Income,Government social benefits,30,90-100%,0.0797
2020,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3487
2020,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1199
2020,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.3144
2020,Equivalized Disposable Personal Income,Household income,22,90-100%,0.3474
2020,Equivalized Disposable Personal Income,Personal income,1,90-100%,0.3489
2020,Equivalized Disposable Personal Income,Taxes,12,90-100%,0.5611
2020,Equivalized Disposable Personal Income,Disposable personal income,13,90-100%,0.3213
2020,Equivalized Household Income,Household Income,22,Mean (Nominal),150274.98
2020,Equivalized Household Income,Household Income,22,Mean ($2017),143618.27
2020,Equivalized Household Income,Household Income,22,Median (Nominal),104534.87
2020,Equivalized Household Income,Household Income,22,Median ($2017),99904.3
2020,Equivalized Household Income,Household Income,22,0-20%,0.0546
2020,Equivalized Household Income,Household Income,22,20-40%,0.1009
2020,Equivalized Household Income,Household Income,22,40-60%,0.1437
2020,Equivalized Household Income,Household Income,22,60-80%,0.205
2020,Equivalized Household Income,Household Income,22,80-100%,0.4959
2020,Equivalized Household Income,Household Income,22,Top 1%,0.124
2020,Equivalized Household Income,Household Income,22,Top 5%,0.2471
2020,Equivalized Household Income,Household Income,22,Bottom 5%,0.0066
2020,Equivalized Household Income,Household Income,22,Equivalied 90/10 Ratio,5.05
2020,Equivalized Household Income,Household Income,22,Equivalied 80/20 Ratio,2.81
2020,Equivalized Household Income,Household Income,22,Equivalied Gini,0.42
2020,Equivalized Personal Income,Personal income,1,Mean (Nominal),151001.88
2020,Equivalized Personal Income,Personal income,1,Mean ($2017),144312.97
2020,Equivalized Personal Income,Personal income,1,Median (Nominal),105021.37
2020,Equivalized Personal Income,Personal income,1,Median ($2017),100369.25
2020,Equivalized Personal Income,Personal income,1,0-20%,0.0545
2020,Equivalized Personal Income,Personal income,1,20-40%,0.101
2020,Equivalized Personal Income,Personal income,1,40-60%,0.1436
2020,Equivalized Personal Income,Personal income,1,60-80%,0.2048
2020,Equivalized Personal Income,Personal income,1,80-100%,0.4961
2020,Equivalized Personal Income,Personal income,1,Top 1%,0.1247
2020,Equivalized Personal Income,Personal income,1,Top 5%,0.2479
2020,Equivalized Personal Income,Personal income,1,Bottom 5%,0.0065
2020,Equivalized Personal Income,Personal income,1,Equivalied 90/10 Ratio,5.06
2020,Equivalized Personal Income,Personal income,1,Equivalied 80/20 Ratio,2.81
2020,Equivalized Personal Income,Personal income,1,Equivalied Gini,0.421
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Mean (Nominal),133643.25
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Mean ($2017),127723.28
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Median (Nominal),98863.65
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Median ($2017),94484.31
2020,Equivalized Disposable Personal Income,Disposable personal income,13,0-20%,0.0606
2020,Equivalized Disposable Personal Income,Disposable personal income,13,20-40%,0.1097
2020,Equivalized Disposable Personal Income,Disposable personal income,13,40-60%,0.1517
2020,Equivalized Disposable Personal Income,Disposable personal income,13,60-80%,0.2111
2020,Equivalized Disposable Personal Income,Disposable personal income,13,80-100%,0.4669
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Top 1%,0.1093
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Top 5%,0.2235
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Bottom 5%,0.0072
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 90/10 Ratio,4.45
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied 80/20 Ratio,2.57
2020,Equivalized Disposable Personal Income,Disposable personal income,13,Equivalied Gini,0.385
2021,None,Compensation of employees,23,Total ($Billions),12546
2021,None,Proprietors' income with inventory valuation,24,Total ($Billions),1749
2021,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),804
2021,None,Household income receipts on assets,26,Total ($Billions),3154
2021,None,Household interest income,27,Total ($Billions),1493
2021,None,Household dividend income,28,Total ($Billions),1660
2021,None,Household current transfer receipts,29,Total ($Billions),4666
2021,None,Government social benefits,30,Total ($Billions),4483
2021,None,Household current transfer receipts from business (net),31,Total ($Billions),55
2021,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),128
2021,None,"Contributions for government social insurance, domestic",33,Total ($Billions),1558
2021,None,Household income,22,Total ($Billions),21361
2021,None,Personal income,1,Total ($Billions),21408
2021,None,Taxes,12,Total ($Billions),2743
2021,None,Disposable personal income,13,Total ($Billions),18664
2021,None,Compensation of employees,23,Total ($Billions),12546
2021,None,Proprietors' income with inventory valuation,24,Total ($Billions),1749
2021,None,Rental income of households with capital consumption adjustment,25,Total ($Billions),804
2021,None,Household income receipts on assets,26,Total ($Billions),3154
2021,None,Household interest income,27,Total ($Billions),1493
2021,None,Household dividend income,28,Total ($Billions),1660
2021,None,Household current transfer receipts,29,Total ($Billions),4666
2021,None,Government social benefits,30,Total ($Billions),4483
2021,None,Household current transfer receipts from business (net),31,Total ($Billions),55
2021,None,Household current transfer receipts from nonprofit institutions,32,Total ($Billions),128
2021,None,"Contributions for government social insurance, domestic",33,Total ($Billions),1558
2021,None,Household income,22,Total ($Billions),21361
2021,None,Personal income,1,Total ($Billions),21408
2021,None,Taxes,12,Total ($Billions),2743
2021,None,Disposable personal income,13,Total ($Billions),18664
2021,None,Unweighted Observations,N/A,Total,59148
2021,None,Weighted Observations,N/A,Total,131285416
2021,Equivalized Personal Income,Compensation of employees,23,0-10%,0.0077
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0015
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0193
2021,Equivalized Personal Income,Household income receipts on assets,26,0-10%,0.0054
2021,Equivalized Personal Income,Household interest income,27,0-10%,0.0087
2021,Equivalized Personal Income,Household dividend income,28,0-10%,0.0025
2021,Equivalized Personal Income,Household current transfer receipts,29,0-10%,0.0714
2021,Equivalized Personal Income,Government social benefits,30,0-10%,0.0689
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0206
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.1823
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0074
2021,Equivalized Personal Income,Household income,22,0-10%,0.021
2021,Equivalized Personal Income,Personal income,1,0-10%,0.0201
2021,Equivalized Personal Income,Taxes,12,0-10%,0.0022
2021,Equivalized Personal Income,Disposable personal income,13,0-10%,0.0227
2021,Equivalized Personal Income,Compensation of employees,23,10-20%,0.0186
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0006
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0437
2021,Equivalized Personal Income,Household income receipts on assets,26,10-20%,0.0091
2021,Equivalized Personal Income,Household interest income,27,10-20%,0.0141
2021,Equivalized Personal Income,Household dividend income,28,10-20%,0.0046
2021,Equivalized Personal Income,Household current transfer receipts,29,10-20%,0.1028
2021,Equivalized Personal Income,Government social benefits,30,10-20%,0.1047
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0347
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.0676
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0186
2021,Equivalized Personal Income,Household income,22,10-20%,0.035
2021,Equivalized Personal Income,Personal income,1,10-20%,0.0348
2021,Equivalized Personal Income,Taxes,12,10-20%,0.0058
2021,Equivalized Personal Income,Disposable personal income,13,10-20%,0.0391
2021,Equivalized Personal Income,Compensation of employees,23,20-30%,0.0305
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0023
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.054
2021,Equivalized Personal Income,Household income receipts on assets,26,20-30%,0.0136
2021,Equivalized Personal Income,Household interest income,27,20-30%,0.0208
2021,Equivalized Personal Income,Household dividend income,28,20-30%,0.0071
2021,Equivalized Personal Income,Household current transfer receipts,29,20-30%,0.1174
2021,Equivalized Personal Income,Government social benefits,30,20-30%,0.1201
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0453
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0532
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0308
2021,Equivalized Personal Income,Household income,22,20-30%,0.0455
2021,Equivalized Personal Income,Personal income,1,20-30%,0.0455
2021,Equivalized Personal Income,Taxes,12,20-30%,0.011
2021,Equivalized Personal Income,Disposable personal income,13,20-30%,0.0506
2021,Equivalized Personal Income,Compensation of employees,23,30-40%,0.0453
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.0052
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.0616
2021,Equivalized Personal Income,Household income receipts on assets,26,30-40%,0.0227
2021,Equivalized Personal Income,Household interest income,27,30-40%,0.0337
2021,Equivalized Personal Income,Household dividend income,28,30-40%,0.0129
2021,Equivalized Personal Income,Household current transfer receipts,29,30-40%,0.1233
2021,Equivalized Personal Income,Government social benefits,30,30-40%,0.1255
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,30-40%,0.056
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.0734
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0459
2021,Equivalized Personal Income,Household income,22,30-40%,0.0563
2021,Equivalized Personal Income,Personal income,1,30-40%,0.0562
2021,Equivalized Personal Income,Taxes,12,30-40%,0.0188
2021,Equivalized Personal Income,Disposable personal income,13,30-40%,0.0616
2021,Equivalized Personal Income,Compensation of employees,23,40-50%,0.0609
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.008
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.0716
2021,Equivalized Personal Income,Household income receipts on assets,26,40-50%,0.0299
2021,Equivalized Personal Income,Household interest income,27,40-50%,0.0417
2021,Equivalized Personal Income,Household dividend income,28,40-50%,0.0194
2021,Equivalized Personal Income,Household current transfer receipts,29,40-50%,0.1232
2021,Equivalized Personal Income,Government social benefits,30,40-50%,0.1254
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0658
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0705
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0615
2021,Equivalized Personal Income,Household income,22,40-50%,0.066
2021,Equivalized Personal Income,Personal income,1,40-50%,0.066
2021,Equivalized Personal Income,Taxes,12,40-50%,0.0285
2021,Equivalized Personal Income,Disposable personal income,13,40-50%,0.0715
2021,Equivalized Personal Income,Compensation of employees,23,50-60%,0.0816
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0163
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.0815
2021,Equivalized Personal Income,Household income receipts on assets,26,50-60%,0.043
2021,Equivalized Personal Income,Household interest income,27,50-60%,0.0566
2021,Equivalized Personal Income,Household dividend income,28,50-60%,0.0307
2021,Equivalized Personal Income,Household current transfer receipts,29,50-60%,0.1166
2021,Equivalized Personal Income,Government social benefits,30,50-60%,0.1174
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,50-60%,0.078
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.1067
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0826
2021,Equivalized Personal Income,Household income,22,50-60%,0.0781
2021,Equivalized Personal Income,Personal income,1,50-60%,0.078
2021,Equivalized Personal Income,Taxes,12,50-60%,0.0425
2021,Equivalized Personal Income,Disposable personal income,13,50-60%,0.0832
2021,Equivalized Personal Income,Compensation of employees,23,60-70%,0.1076
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0232
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.0981
2021,Equivalized Personal Income,Household income receipts on assets,26,60-70%,0.0616
2021,Equivalized Personal Income,Household interest income,27,60-70%,0.0835
2021,Equivalized Personal Income,Household dividend income,28,60-70%,0.042
2021,Equivalized Personal Income,Household current transfer receipts,29,60-70%,0.1048
2021,Equivalized Personal Income,Government social benefits,30,60-70%,0.1048
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0928
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.1121
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1087
2021,Equivalized Personal Income,Household income,22,60-70%,0.0928
2021,Equivalized Personal Income,Personal income,1,60-70%,0.0927
2021,Equivalized Personal Income,Taxes,12,60-70%,0.0652
2021,Equivalized Personal Income,Disposable personal income,13,60-70%,0.0968
2021,Equivalized Personal Income,Compensation of employees,23,70-80%,0.1363
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0414
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.1172
2021,Equivalized Personal Income,Household income receipts on assets,26,70-80%,0.0859
2021,Equivalized Personal Income,Household interest income,27,70-80%,0.1136
2021,Equivalized Personal Income,Household dividend income,28,70-80%,0.061
2021,Equivalized Personal Income,Household current transfer receipts,29,70-80%,0.0918
2021,Equivalized Personal Income,Government social benefits,30,70-80%,0.0923
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1105
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.068
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1394
2021,Equivalized Personal Income,Household income,22,70-80%,0.1104
2021,Equivalized Personal Income,Personal income,1,70-80%,0.1107
2021,Equivalized Personal Income,Taxes,12,70-80%,0.0956
2021,Equivalized Personal Income,Disposable personal income,13,70-80%,0.1129
2021,Equivalized Personal Income,Compensation of employees,23,80-90%,0.1821
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.0882
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.1477
2021,Equivalized Personal Income,Household income receipts on assets,26,80-90%,0.1415
2021,Equivalized Personal Income,Household interest income,27,80-90%,0.1799
2021,Equivalized Personal Income,Household dividend income,28,80-90%,0.1069
2021,Equivalized Personal Income,Household current transfer receipts,29,80-90%,0.0749
2021,Equivalized Personal Income,Government social benefits,30,80-90%,0.073
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,80-90%,0.1433
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.1128
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1897
2021,Equivalized Personal Income,Household income,22,80-90%,0.1431
2021,Equivalized Personal Income,Personal income,1,80-90%,0.1433
2021,Equivalized Personal Income,Taxes,12,80-90%,0.1534
2021,Equivalized Personal Income,Disposable personal income,13,80-90%,0.1418
2021,Equivalized Personal Income,Compensation of employees,23,90-100%,0.3295
2021,Equivalized Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.8164
2021,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.3052
2021,Equivalized Personal Income,Household income receipts on assets,26,90-100%,0.5872
2021,Equivalized Personal Income,Household interest income,27,90-100%,0.4476
2021,Equivalized Personal Income,Household dividend income,28,90-100%,0.7128
2021,Equivalized Personal Income,Household current transfer receipts,29,90-100%,0.0738
2021,Equivalized Personal Income,Government social benefits,30,90-100%,0.0681
2021,Equivalized Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3529
2021,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1534
2021,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.3156
2021,Equivalized Personal Income,Household income,22,90-100%,0.3516
2021,Equivalized Personal Income,Personal income,1,90-100%,0.3528
2021,Equivalized Personal Income,Taxes,12,90-100%,0.5771
2021,Equivalized Personal Income,Disposable personal income,13,90-100%,0.3199
2021,Equivalized Disposable Personal Income,Compensation of employees,23,0-10%,0.0092
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0016
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0207
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,0-10%,0.0079
2021,Equivalized Disposable Personal Income,Household interest income,27,0-10%,0.0121
2021,Equivalized Disposable Personal Income,Household dividend income,28,0-10%,0.0041
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,0-10%,0.0686
2021,Equivalized Disposable Personal Income,Government social benefits,30,0-10%,0.0659
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0212
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.1838
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0089
2021,Equivalized Disposable Personal Income,Household income,22,0-10%,0.0215
2021,Equivalized Disposable Personal Income,Personal income,1,0-10%,0.0206
2021,Equivalized Disposable Personal Income,Taxes,12,0-10%,0.0109
2021,Equivalized Disposable Personal Income,Disposable personal income,13,0-10%,0.022
2021,Equivalized Disposable Personal Income,Compensation of employees,23,10-20%,0.0207
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0004
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0431
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,10-20%,0.0102
2021,Equivalized Disposable Personal Income,Household interest income,27,10-20%,0.0156
2021,Equivalized Disposable Personal Income,Household dividend income,28,10-20%,0.0053
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,10-20%,0.0988
2021,Equivalized Disposable Personal Income,Government social benefits,30,10-20%,0.1003
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0351
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.0734
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0208
2021,Equivalized Disposable Personal Income,Household income,22,10-20%,0.0354
2021,Equivalized Disposable Personal Income,Personal income,1,10-20%,0.0352
2021,Equivalized Disposable Personal Income,Taxes,12,10-20%,0.0081
2021,Equivalized Disposable Personal Income,Disposable personal income,13,10-20%,0.0391
2021,Equivalized Disposable Personal Income,Compensation of employees,23,20-30%,0.0323
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0022
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.0545
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,20-30%,0.0153
2021,Equivalized Disposable Personal Income,Household interest income,27,20-30%,0.0239
2021,Equivalized Disposable Personal Income,Household dividend income,28,20-30%,0.0075
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,20-30%,0.111
2021,Equivalized Disposable Personal Income,Government social benefits,30,20-30%,0.1135
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,20-30%,0.045
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0515
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,20-30%,0.0326
2021,Equivalized Disposable Personal Income,Household income,22,20-30%,0.0453
2021,Equivalized Disposable Personal Income,Personal income,1,20-30%,0.0453
2021,Equivalized Disposable Personal Income,Taxes,12,20-30%,0.013
2021,Equivalized Disposable Personal Income,Disposable personal income,13,20-30%,0.05
2021,Equivalized Disposable Personal Income,Compensation of employees,23,30-40%,0.0471
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,30-40%,0.0042
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,30-40%,0.0615
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,30-40%,0.0221
2021,Equivalized Disposable Personal Income,Household interest income,27,30-40%,0.0331
2021,Equivalized Disposable Personal Income,Household dividend income,28,30-40%,0.0122
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,30-40%,0.1182
2021,Equivalized Disposable Personal Income,Government social benefits,30,30-40%,0.1204
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,30-40%,0.0557
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,30-40%,0.0695
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,30-40%,0.0478
2021,Equivalized Disposable Personal Income,Household income,22,30-40%,0.0559
2021,Equivalized Disposable Personal Income,Personal income,1,30-40%,0.0558
2021,Equivalized Disposable Personal Income,Taxes,12,30-40%,0.0209
2021,Equivalized Disposable Personal Income,Disposable personal income,13,30-40%,0.061
2021,Equivalized Disposable Personal Income,Compensation of employees,23,40-50%,0.0629
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0078
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.0723
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,40-50%,0.0303
2021,Equivalized Disposable Personal Income,Household interest income,27,40-50%,0.0428
2021,Equivalized Disposable Personal Income,Household dividend income,28,40-50%,0.0191
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,40-50%,0.1195
2021,Equivalized Disposable Personal Income,Government social benefits,30,40-50%,0.1212
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0661
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0817
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0637
2021,Equivalized Disposable Personal Income,Household income,22,40-50%,0.0663
2021,Equivalized Disposable Personal Income,Personal income,1,40-50%,0.0662
2021,Equivalized Disposable Personal Income,Taxes,12,40-50%,0.0312
2021,Equivalized Disposable Personal Income,Disposable personal income,13,40-50%,0.0713
2021,Equivalized Disposable Personal Income,Compensation of employees,23,50-60%,0.0819
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0137
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.0821
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,50-60%,0.043
2021,Equivalized Disposable Personal Income,Household interest income,27,50-60%,0.0593
2021,Equivalized Disposable Personal Income,Household dividend income,28,50-60%,0.0283
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,50-60%,0.1162
2021,Equivalized Disposable Personal Income,Government social benefits,30,50-60%,0.117
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0779
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.1033
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.0828
2021,Equivalized Disposable Personal Income,Household income,22,50-60%,0.078
2021,Equivalized Disposable Personal Income,Personal income,1,50-60%,0.0778
2021,Equivalized Disposable Personal Income,Taxes,12,50-60%,0.044
2021,Equivalized Disposable Personal Income,Disposable personal income,13,50-60%,0.0828
2021,Equivalized Disposable Personal Income,Compensation of employees,23,60-70%,0.1059
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.0208
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.0991
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,60-70%,0.0607
2021,Equivalized Disposable Personal Income,Household interest income,27,60-70%,0.0825
2021,Equivalized Disposable Personal Income,Household dividend income,28,60-70%,0.041
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,60-70%,0.1076
2021,Equivalized Disposable Personal Income,Government social benefits,30,60-70%,0.1083
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0923
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.0904
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1067
2021,Equivalized Disposable Personal Income,Household income,22,60-70%,0.0923
2021,Equivalized Disposable Personal Income,Personal income,1,60-70%,0.0923
2021,Equivalized Disposable Personal Income,Taxes,12,60-70%,0.0646
2021,Equivalized Disposable Personal Income,Disposable personal income,13,60-70%,0.0964
2021,Equivalized Disposable Personal Income,Compensation of employees,23,70-80%,0.1367
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0367
2021,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.119
2021,Equivalized Disposable Personal Income,Household income receipts on assets,26,70-80%,0.0846
2021,Equivalized Disposable Personal Income,Household interest income,27,70-80%,0.1134
2021,Equivalized Disposable Personal Income,Household dividend income,28,70-80%,0.0587
2021,Equivalized Disposable Personal Income,Household current transfer receipts,29,70-80%,0.0947
2021,Equivalized Disposable Personal Income,Government social benefits,30,70-80%,0.0947
2021,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,70-80%,0.1109
2021,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.0853
2021,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1389
2021,Equivalized Disposable Personal Income,Household income,22,70-80%,0.1108
2021,Equivalized Disposable Personal Income,Personal income,1,70-80%,0.111
2021,Equivalized Disposable Personal Income,Taxes,12,70-80%,0.0938
2021,Equivalized Disposable Personal Income,Disposable personal income,13,70-80%,0.1135
2021,Equivalized Disposable Personal Income,Compensation of employees,23,80-90%,0.181
2021,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.081
